date,time,testing_party,site,subsite,type,body_wave_magnitude,surface_wave_magnitude,explosive_yield,latitude,longitude,purpose,device_type,rock_type,device_position,name,references
620630,,US,CHR,,IRD,,,g1000,,,WR,2,,,BLUESTON,EN
620630,,US,NTS,,HFT,,,LOW,,,WR,,,,SACRAMEN,E
620706,,US,NTS,,RAT,,,104,,,PS,,,,SEDAN,E
620707,,US,NTS,,URF,,,LOW,,,WE,,,,LFELLER1,E
620709,,US,JON,,OCH,,,1400,,,WE,2,,,STARFISH,EN
620710,,US,CHR,,IRD,,2,-1000,,,WR,,,,SUNSET,
620711,,US,CHR,,IRD,,,g1000,,,WR,2,,,PAMLICO,EN
620711,,US,NTS,,RAT,,,0.5,,,WE,,,,JOHNNIEB,E
620713,,US,NTS,,HFT,,2,-1000,,,WR,,,,MERRIMAC,E
620714,,US,NTS,,OWR,,,LOW,,,WE,,,,SMALLBOY,E
620717,,US,NTS,,URF,,,LOW,,,WE,,,,LFELLER2,E
620727,,US,NTS,,HFT,,,LOW,,,WR,,,,WICHITA,E
620805,090900.0,CP,NZ,,TMO,,,30000,73.000N,055.000E,,,,,,N
620807,093000.0,CP,KTS,,TMO,,,LOW,50.000N,078.000E,,,,,,N
620810,090000.0,CP,NZ,,TMO,,,l1000,73.000N,055.000E,,,,,,N
620820,090214.1,CP,NZ,,TMO,,,g1000,74.300N,051.500E,,,,,,N
620822,090000.0,CP,NZ,,TMO,,,g1000,73.000N,055.000E,,,,,,N
620824,,US,NTS,,HFT,,,LOW,,,WR,,,,YORK,E
620824,,US,NTS,,HFT,,,LOW,,,WR,,,,BOBAC,E
620825,054000.0,CP,KTS,,TMO,,,LOW,50.000N,078.000E,,,,,,N
620825,090000.0,CP,NZ,,TMO,,,g1000,73.000N,055.000E,,,,,,N
620827,090000.0,CP,NZ,,TMO,,,1000+,73.000N,055.000E,,,,,,N
620901,124000.0,CP,NZ,,TMO,,,,73.000N,055.000E,,,,,,N
620902,,CP,NZ,,TMO,,,0-150,73.000N,055.000E,,,,,,N
620906,,US,NTS,,HFT,,,LOW,,,WR,,,,RARITAN,E
620908,101800.0,CP,NZ,,TMO,,,g1000,73.000N,055.000E,,,,,,N
620914,,US,NTS,,HFT,,,LOW,,,WR,,,,HYRAX,E
620915,080213.9,CP,NZ,,TMO,,,g1000,74.400N,051.500E,,,,,,N
620916,105900.0,CP,NZ,,TMO,,,g1000,73.000N,055.000E,,,,,,N
620918,082902.7,CP,NZ,,TMO,,,g1000,73.200N,054.700E,,,,,,N
620919,110056.4,CP,NZ,,TMO,,,20000,73.800N,053.800E,,,,,,N
620920,,US,NTS,,HFT,,,LOW,,,WR,,,,PEBA,E
620921,080100.0,CP,NZ,,TMO,,,25000,73.000N,055.000E,,,,,,N
620925,130300.0,CP,NZ,,,,,25000,73.000N,055.000E,,,,,,N
620927,080316.4,CP,NZ,,TMO,,,g1000,74.300N,052.400E,,,,,,N
620929,,US,NTS,,HFT,,,LOW,,,WR,,,,ALLEGHEN,E
621002,,US,JON,,IRD,,2,-1000,,,WR,,,,ANDROSCO,E
621005,,US,NTS,,HFT,,,115,,,WR,,,,MISSISSI,E
621006,,US,JON,,IRD,,,LOW,,,WR,,,,BUMPING,E
621007,163200.0,CP,NZ,,TMO,,,g20,73.000N,055.000E,,,,,,N
621012,,US,NTS,,HFT,,,LOW,,,WR,,,,ROANOKE,E
621012,,US,NTS,,HFT,,,LOW,,,WR,,,,WOLVERIN,E
621014,,CP,KTS,,TMO,,,LOW,50.000N,078.000E,,,,,,N
621018,,US,JON,,IRD,,,g1000,,,WR,2,,,CHAMA,E
621018,,US,NTS,,HFT,,,LOW,,,WR,,,,TIOGA,E
621019,,US,NTS,,HFT,,,LOW,,,WR,,,,BANDICOO,E
621020,,US,JON,,OCH,,,LOW,,,WE,,,,CHECKMAT,E
621022,034100.0,CP,KTS,,TMO,,,g100,50.000N,078.000E,,,,,,N
621022,090600.0,CP,NZ,,TMO,,,g1000,73.000N,055.000E,,,,,,N
621026,,US,JON,,OCH,,,l1000,,,WE,,,,BLUEGIL,E
621027,,US,NTS,,HFT,,,LOW,,,WR,,,,SANTEE,E
621027,,US,JON,,IRD,,2,-1000,,,WR,,,,CALAMITY,E
621027,073500.0,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621028,044100.0,CP,KTS,,TMO,,,LOW,50.000N,078.000E,,,,,,N
621029,073500.0,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621030,,US,JON,,IRD,,,g1000,,,WR,2,,,HOUSATON,EN
621030,,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621101,,US,JON,,OCH,,,l1000,,,WE,,,,KINGFISH,E
621101,063000.0,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621101,092000.0,CP,KTS,,TMO,,2,-1000,50.000N,078.000E,,,,,,N
621103,083100.0,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621104,,US,JON,,OCH,,,LOW,,,WE,,,,TIGHTROP,E
621104,,CP,KTS,,TMO,,2,-1000,50.000N,078.000E,,,,,,N
621109,,US,NTS,,HFT,,,LOW,,,WR,,,,ST.LAWRE,E
621115,,US,NTS,,HFT,,,LOW,,,WR,,,,GUNDI,E
621117,,CP,KTS,,TMO,,,LOW,50.000N,078.000E,,,,,,N
621127,,US,NTS,,HFT,,,LOW,,,PS,,,,ANACOSTI,E
621204,,US,NTS,,HFT,,,LOW,,,WR,,,,TAUNTON,E
621207,,GB,NTS,,HFT,,,LOW,,,,,,,TENDRAC,E
621212,,US,NTS,,UNN,,,LOW,,,WR,,,,MADISON,E
621212,,US,NTS,,HFT,,,LOW,,,WR,,,,NUMBAT,E
621214,,US,NTS,,HFT,,,LOW,,,WR,,,,MANATEE,E
621218,,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621218,,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621220,,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621222,,CP,NZ,,TMO,,2,-1000,73.000N,055.000E,,,,,,N
621223,111500.0,CP,NZ,,TMO,,50,-5000,73.000N,055.000E,,,,,,N
621224,104421.9,CP,NZ,,TMO,,,,74.200N,052.300E,,,,,,N
621224,111142.0,CP,NZ,,TMO,,,20000,73.600N,057.500E,,,,,,N
621225,133557.2,CP,NZ,,TMO,,50,-5000,73.400N,056.500E,,,,,,N
630208,,US,NTS,,HFT,,,LOW,,,WR,,,,CASSELMA,E
630208,,US,NTS,,HFT,,,LOW,,,WR,,,,ACUSHI,E
630208,,US,NTS,,HFT,,,LOW,,,WR,,,,FERRET,E
630208,,US,NTS,,HFT,,,LOW,,,WR,,,,HATCHIE,E
630215,,US,NTS,,HFT,,,LOW,,,WR,,,,CHIPMUNK,E
630221,,US,NTS,,HFT,,,LOW,,,PS,,,,KAWEAH,E
630221,,US,NTS,,HFT,,,LOW,,,WR,,,,CARMEL,E
630301,,US,NTS,,HFT,,,LOW,,,WR,,,,JERBOA,E
630315,,US,NTS,,HFT,,,LOW,,,WR,,,,TOYAH,E
630318,100100.4,FR,ECK,,H?,4.9,,4.86,24.041N,005.072E,WR,,,,EMERAUDE,N
630329,,US,NTS,,H?,,,LOW,,,WR,,,,GERBIL,E
630330,095900.3,FR,ECK,,UNN,,,l20,24.043N,005.057E,WR,,,,AMETHST,N
630405,,US,NTS,,HFT,,,LOW,,,WR,,,,FERRETPR,E
630410,,US,NTS,,HFT,,,LOW,,,WR,,,,COYPU,E
630411,,US,NTS,,HFT,,,LOW,,,WR,,,,CUMBERLA,E
630424,,US,NTS,,HFT,,,LOW,,,WR,,,,KOOTANAI,E
630424,,US,NTS,,HFT,,,LOW,,,WR,,,,PAISANO,E
630509,,US,NTS,,HFT,,,LOW,,,WR,,,,GUNDIPRI,E
630517,,US,NTS,,HFT,,,LOW,,,WR,,,,HARKEE,E
630517,,US,NTS,,HFT,,,LOW,,,WR,,,,TEJON,E
630522,,US,NTS,,HFT,,2,-1000,,,WR,,,,STONES,E
630529,,US,NTS,,HFT,,,LOW,,,WR,,,,PLEASANT,E
630605,,US,NTS,,UNN,,,LOW,,,WR,,,,YUBA,E
630606,,US,NTS,,HFT,,,LOW,,,WR,,,,HUTIA,E
630606,,US,NTS,,HFT,,,LOW,,,WR,,,,APSHAPAP,E
630614,,US,NTS,,HFT,,,LOW,,,WR,,,,MATACO,E
630625,,US,NTS,,HFT,,,LOW,,,WR,,,,KENNEBEC,E
630812,,US,NTS,,HFT,,,LOW,,,WR,,,,PEKAN,E
630815,,US,NTS,,HFT,,,LOW,,,WR,,,,SATSOP,E
630823,1320,US,NTS,Y,S1,,,LOW,,,WR,,,,NATCHES,E
630823,1320,US,NTS,Y,S2,,,LOW,,,WR,,,,KOHOCTON,E
630913,,US,NTS,,HFT,,,LOW,,,WR,,,,AHTANUM,E
630913,,US,NTS,,HFT,,,249,,,WR,,,,BILBY,E
630927,,US,NTS,,HFT,,,LOW,,,WR,,,,CARP,E
630927,,US,NTS,,HFT,,,LOW,,,WR,,,,NARRAGUA,E
631011,,US,NTS,,HFT,,,LOW,,,WR,,,,GRUNION,E
631011,,US,NTS,,HFT,,,LOW,,,PS,,,,TORNILLO,E
631016,,US,NTS,,HFT,,2,-1000,,,WR,,,,CLEARWAT,E
631017,,US,NTS,,HFT,,,LOW,,,WR,,,,MULLET,
631020,130000.0,FR,ECK,,UNN,5.5,,5.49,24.036N,005.039E,WR,,,,RUBIS,N
631026,,US,FAL,,HFT,,,12,,,VU,,,,SHOAL,E
631114,,US,NTS,,HFT,,,LOW,,,WR,,,,ANCHOVY,E
631115,,US,NTS,,HFT,,,LOW,,,WR,,,,MUSTANG,E
631122,,US,NTS,,HFT,,2,-1000,,,WR,,,,GREYS,E
631204,1638,US,NTS,Y,S1,,,l20,,,WR,,,,SARDINE,E
631204,1638,US,NTS,Y,S2,,,l20,,,WR,,,,BARRACUD,E
631212,,US,NTS,,HFT,,,LOW,,,WR,,,,EAGLE,E
631220,,US,NTS,,HFT,,,LOW,,,WR,,,,TUNA,E
640116,,US,NTS,,HFT,,,0-200,37.090N,116.090W,WR,,,,FORE,E
640123,160000.2,US,NTS,,HFT,4.2,,l20,37.080N,116.050W,WR,,,,OCONTO,E
640130,,US,NTS,,HFT,,,l20,,,WR,,,,CLUB,E
640212,,US,NTS,,HFT,,,l20,,,WR,,,,SOLENDON,E
640213,,US,NTS,,HFT,,,l20,,,WR,,,,BUNKER,E
640218,,US,NTS,,HFT,,,l20,,,WR,,,,BONEFISH,E
640218,,US,NTS,,HFT,,,l20,,,WR,,,,MACKEREL,E
640220,153000.1,US,NTS,,HFT,5.1,,24,37.11N,116.04W,,,,,KLICKITA,EN
640312,,US,NTS,,HFT,,,l20,,,WR,,,,HANDICAP,E
640313,160200.1,US,NTS,,HFT,,,l20,36.901N,116.201W,WR,,,,PIKE,E
640315,075958.2,CP,KTS,D,NDG,5.6,,0-150,49.815N,078.075E,,,,,,A
640414,144000.1,US,NTS,,HFT,,,l20,37.150N,115.980W,WR,,,,HOOK,E
640415,143000.1,US,NTS,,HFT,,,l20,37.102N,116.402W,WR,,,,STURGEON,E
640417,,US,NTS,,HFT,,,l20,,,WR,,,,BOGEY,E
640424,201000.1,US,NTS,,HFT,5.2,,0-200,37.070N,116.110W,WR,,,,TURF,E
640429,204700.0,US,NTS,,HFT,4.1,,l20,37.040N,116.040W,WR,,,,PIPEFISH,E
640507,,US,NTS,,HFT,,,l20,,,WR,,,,DRIVER,E
640514,144000.1,US,NTS,,HFT,,,l20,36.405N,115.803W,WR,,,,BACKSWIN,E
640515,161459.6,US,NTS,,HFT,,,l20,37.100N,116.000W,WR,,,,MINNOW,E
640516,060057.8,CP,KTS,D,NDG,5.6,,0-150,49.807N,078.101E,,,GR,,,A
640611,164501.0,US,NTS,,HFT,,,l20,37.160N,115.901W,PS,,,,ACE,E
640612,,US,NTS,,HFT,,,l20,,,WR,,,,BITTERLI,E
640615,134000.4,FR,ECK,,UNN,,,l20,24.067N,005.035E,WR,,,,TOPAZE,N
640618,,US,NTS,,HFT,,,l20,,,WR,,,,DUFFER,E
640625,133000.3,US,NTS,,HFT,,,l20,37.050N,116.070W,WR,,,,FADE,E
640630,133259.8,US,NTS,,HFT,,,l20,37.130N,116.100W,PS,,,,DUB,E
640716,131459.9,US,NTS,,HFT,,,0-200,37.100N,116.070W,WR,,,,BYE,E
640717,,GB,NTS,,HFT,,,l20,,,,,,,CORMORAN,E
640719,055958.6,CP,KTS,D,NDG,5.4,,l20,49.809N,078.092E,,,GR,,,A
640723,,US,NTS,,HFT,,,l20,,,WR,,,,LINKS,E
640724,,US,NTS,,HFT,,,l20,,,WR,,,,TROGON,E
640819,160001.8,US,NTS,,HFT,,,l20,37.101N,116.001W,WR,,,,ALVA,E
640822,221701.2,US,NTS,,HFT,,,l20,37.004N,116.001W,WR,,,,CANVASBA,E
640827,,US,NTS,,HFT,,,l20,,,WR,,,,PLAYER,E
640828,170601.9,US,NTS,,HFT,,,l20,37.030N,116.030W,WR,,,,HADDOCK,E
640904,181501.8,US,NTS,,HFT,,,l20,36.970N,116.050W,WR,,,,GUANAY,E
640911,,US,NTS,,HFT,,,l20,,,WR,,,,SPOON,E
640918,075957.2,CP,NZ,,NDG,4.3,,,73.200N,054.400E,,,,,,N
640925,,US,NTS,,HFT,,,l20,,JOINT,US,-U,K,,COURSER,E
641002,200300.6,US,NTS,,HFT,4.0,,l20,37.070N,116.010W,WR,,,,AUK,E
641009,140002.6,US,NTS,,HFT,4.8,,38,37.070N,116.130W,PS,,,,PAR,E
641016,155930.5,US,NTS,Y,S1,,,l20,37.030N,115.970W,WR,,,,TURNSTON,E
641016,155930.5,US,NTS,Y,S2,,,l20,37.030N,115.970W,WR,,,,BARBEL,E
641016,070000.0,PC,LNR,,OWR,,,20,,,,,,,,N
641016,2000,US,NTS,Y,S1,,,l20,,,W,R,,,HOOPOE,E
641022,155959.2,US,HTB,,HFT,4.6,,5.3,31.280N,089.440W,VU,,,,SALMON,E
641023,,US,NTS,,HFT,,,l20,,,W,R,,,GARDEN,E
641025,075958.3,CP,NZ,,NDG,4.9,,48,73.390N,053.900E,,,,,,N
641031,170458.0,US,NTS,,HFT,,,l20,37.080N,116.080W,WR,,,,FOREST,E
641105,150001.5,US,NTS,,HFT,4.8,,12,37.110N,116.120W,PS,,,,HANDCAR,E
641116,055958.0,CP,KTS,,NDG,,,88,49.800N,078.170E,,,,,,N
641128,103000.0,FR,ECK,,UNN,,,l20,24.042N,005.042E,WR,,,,TURQUOI,N
641205,211503.1,US,NTS,,HFT,4.8,,0-200,37.080N,116.110W,WR,,,,CREPE,E
641205,2115,US,NTS,Y,S1,,,3.4,,,WR,,,,DRILL-S,E
641205,2115,US,NTS,Y,S2,,,l20,,,WR,,,,DRILL-T,E
641216,,US,NTS,,HFT,,,l20,,,WR,,,,CASSOWAR,E
641216,200000.0,US,NTS,,HFT,,,1.3,37.020N,116.004W,WR,,,,PARROT,E
641216,201000.1,US,NTS,,HFT,,,2.7,37.001N,115.801W,WE,,,,MUDPACK,E
641218,193500.1,US,NTS,,HFT,,,0.092,37.045N,116.203W,PS,,,,SULKY,E
641223,1843,US,NTS,F,H?,2.8,,,,,,,,,**,N
650114,160000.7,US,NTS,,HFT,,,l20,37.07N,116.04W,WR,,,,WOOL,E
650116,055958.4,CP,KTS,B,NDG,5.8,1,0-150,49.935N,079.009E,,,SA,,,A
650129,,US,NTS,,HFT,,,l20,,,WR,,,,TERN,E
650204,152959.7,US,NTS,,HFT,,,l20,37.08N,116.10W,WR,,,,CASHMERE,E
650212,,US,NTS,,HFT,,,l20,,,WR,,,,ALPACA,E
650216,173001.6,US,NTS,,HFT,,,10.1,36.99N,116.00W,WR,,,,MERLIN,E
650218,161847.3,US,NTS,,HFT,,,l20,36.72N,115.94W,WE,,,,WISHBONE,E
650219,,US,NTS,,HFT,,,l20,,,WR,,,,SEERSUCK,E
650227,113000.0,FR,ECK,,UNN,5.7,,117,24.059N,005.031E,WR,,,,SAPHIR,N
650303,191303.2,US,NTS,,HFT,,,0-200,37.01N,116.08W,WR,,,,WAGTAIL,E
650303,061456.8,CP,KTS,D,NDG,5.5,,l20,49.824N,078.052E,,,GR,,,A
650320,,US,NTS,,HFT,,,l20,,,WR,,,,SUEDE,E
650326,153410.6,US,NTS,,HFT,,,0-200,37.11N,116.09W,WR,,,,CUP,E
650405,210003.3,US,NTS,,HFT,,,l20,36.95N,116.08W,WR,,,,KESTREL,E
650414,131402.6,US,NTS,,RAT,,,4.3,37.26N,116.54W,PS,,,,PALANQUI,E
650421,220003.4,US,NTS,,UNN,5.0,,l20,36.97N,116.23W,WE,,,,GUM DROP,E
650422,,US,NTS,,HFT,,,l20,,,WR,,,,CHENILLE,E
650423,214400.0,US,NTS,,HFT,3.7,,l20,37.017N,115.995,WR,,,,MUSCOVY,E
650507,154711.3,US,NTS,,HFT,,,l20,37.14N,116.10W,WE,,,,TEE,E
650511,063957.3,CP,KTS,D,NDG,4.9,,l20,49.770N,077.994E,,,GR,,,A
650512,18150.04,US,NTS,,HFT,,,l20,37.2N,116.5W,WR,,,,BUTEO,E
650514,173238.3,US,NTS,,HFT,,,l20,37.07N,116.05W,WR,,,,SCAUP,E
650514,145756.3,US,NTS,,HFT,,,0.75,36.84N,116.07W,WR,,,,CAMBRIC,E
650514,020000.0,PC,LNR,,IRD,,,20-40,,,,,,,,N
650521,130854.8,US,NTS,,HFT,,,l20,37.07N,116.04W,WR,,,,TWEED,E
650530,110000.0,FR,ECK,,UNN,,,l20,24.055N,005.051E,WR,,,,JADE,N
650611,194500.4,US,NTS,,HFT,,,1.3,37.00N,116.05W,WR,,,,PETREL,E
650611,,US,NTS,,HFT,,,l20,,,WR,,,,ORGANDY,E
650616,163000.0,US,NTS,,HFT,,,l20,36.83N,116.06W,WE,,,,DILUTEDW,E
650617,,US,NTS,,UNN,,,l20,,,WE,,,,TINY TOT,E
650617,034500.0,CP,KTS,D,NDG,5.2,,l20,49.828N,078.066E,,,GR,,,A
650716,,US,NTS,,HFT,,,l20,,,WR,,,,IZZER,E
650722,,US,NTS,,HFT,,,l20,,,WR,,,,PONGEE,E
650723,170002.0,US,NTS,,HFT,5.4,,0-200,37.06N,116.03W,WR,,,,BRONZE,E
650729,030500.2,CP,KTS,D,NDG,4.5,,l20,49.779N,077.998E,,,GR,,,A
650806,172330.8,US,NTS,,HFT,,,l20,37.02N,116.11W,WR,,,,MAUVE,E
650821,,US,NTS,,HFT,,,l20,,,WR,,,,TICKING,E
650827,135113.1,US,NTS,,HFT,,,l20,37.08N,116.04W,WR,,,,CENTAUR,E
650901,200759.4,US,NTS,Y,S1,4.2,,l20,36.99N,115.95W,WR,,,,MOA,E
650901,200759.4,US,NTS,Y,S2,4.2,,l20,36.99N,115.95W,WE,,,,SCREAMER,E
650910,171202.1,GB,NTS,,HFT,5.1,,0-200,36.98N,115.99W,,,,,CHARCOAL,E
650917,040000.1,CP,KTS,D,NDG,5.2,,l20,49.811N,078.146E,,,QP,,,A
650917,150823.1,US,NTS,,HFT,,,l20,37.06N,116.02W,WR,,,,ELKHART,E
651001,100000.0,FR,ECK,,UNN,,,l20,24.065N,005.034E,WR,,,,CORINDN,N
651008,060000.4,CP,KTS,D,NDG,5.4,,l20,49.825N,078.111E,,,QP,,,A
651029,210003.6,US,AMC,,HFT,5.8,,80,51.61N,179.22E,VU,,,,LONGSHOT,E
651112,180000.0,US,NTS,,HFT,,,l20,37.03N,116.01W,WR,,,,SEPIA,E
651121,045758.2,CP,KTS,D,NDG,5.6,,23,49.860N,078.040E,,,GR,,,A
651123,,US,NTS,,HFT,,,l20,,,WR,,,,KERMET,E
651201,103000.1,FR,ECK,,UNN,4.9,,10,24.044N,005.047E,WR,,,,TOURMALI,N
651203,151304.5,US,NTS,,HFT,5.6,,0-200,37.13N,116.02W,WR,,,,CORDUROY,E
651216,153918.1,US,NTS,,HFT,,,l20,37.08N,116.03W,WR,,,,EMERSON,E
651216,191502.6,US,NTS,,HFT,5.3,,0-200,37.02N,116.05W,WR,,,,BUFF,E
651224,045958.2,CP,KTS,D,NDG,5.0,,5.7,49.871N,078.135E,,,QP,,,A
651225,185955,US,NTS,Y,H?,3.6,,,37.0N,116.3W,,,,,**,N
660113,153743.1,US,NTS,,HFT,,,l20,37.17N,116.02W,WR,,,,MAXWELL,E
660118,,US,NTS,,HFT,,,l20,,,WR,,,,SIENNA,E
660118,183503.3,US,NTS,,HFT,5.2,,0-200,37.10N,116.05W,WR,,,,LAMPBLAC,E
660121,182759.3,US,NTS,,HFT,,,l20,37.03N,115.97W,WR,,,,DOVEKIE,E
660122,,US,NTS,,HFT,,,l20,,,WR,,,,REO,E
660203,181737.1,US,NTS,,HFT,,,l20,37.07N,116.10W,WR,,,,PLAID 2,E
660213,045757.5,CP,KTS,D,NDG,6.1,,81,49.840N,078.158E,,,QP,,,A
660216,110000.0,FR,ECK,,UNN,4.9,,13,24.044N,005.041E,WR,,,,GRENAT,N
660224,155510.5,US,NTS,,HFT,5.0,,19,37.17N,116.42W,WR,,,,REX,E
660305,181500.7,US,NTS,,UNN,,,l20,37.15N,116.11W,WE,,,,RED HOT,E
660307,184100.5,US,NTS,Y,S1,,,l20,36.94N,116.13W,WR,,,,CINNAMON,E
660307,184100.5,US,NTS,Y,S2,,,l20,36.94N,116.13W,WE,,,,FINFOOT,E
660312,180413.2,US,NTS,,HFT,,,l20,37.08N,116.09W,WR,,,,CLYMER,E
660318,190002.7,US,NTS,,HFT,,,l20,36.90N,116.15W,WR,,,,PURPLE,E
660320,054957.8,CP,KTS,D,NDG,6.0,,61,49.720N,078.070E,,,QP,,,A
660324,145529.0,US,NTS,,HFT,,,l20,37.05N,116.16W,PS,,,,TEMPLAR,E
660401,184001.1,US,NTS,,HFT,,,l20,37.05N,115.88W,WR,,,,LIME,E
660406,135717.1,US,NTS,,HFT,4.4,,l20,37.08N,116.08W,WR,,,,STUTZ,E
660407,222730.0,US,NTS,,HFT,,,l20,37.01N,115.59W,WR,,,,TOMATO,E
660414,141346.4,US,NTS,,HFT,5.4,,70,37.20N,116.45W,WR,,,,DURYEA,E
660421,035757.5,CP,KTS,D,NDG,5.3,,11,49.808N,078.135E,,,GR,,,A
660422,025804.0,CP,,,NDG,4.7,,1.1,47.930N,047.690E,,,,,,N
660423,,US,NTS,,HFT,,,l20,,,WR,,,,FENTON,E
660425,183803.3,US,NTS,,HFT,4.5,,l20,36.82N,115.96W,WE,,,,PINSTRPE,E
660429,,US,NTS,,HFT,,,l20,,,WR,,,,OCHRE,E
660504,133219.0,US,NTS,,HFT,,,l20,37.17N,115.96W,WR,,,,TRAVELR,E
660505,140003.1,US,NTS,,HFT,4.4,,12,37.03N,116.02W,WR,,,,CYCLAMEN,E
660506,150003.1,US,NTS,,HFT,5.4,,73,37.20N,116.19W,WR,,,,CHARTREU,E
660507,035758.0,CP,KTS,D,NDG,4.8,,3.6,49.774N,078.149E,,,QP,,,A
660702,153400,FR,,,TMO,,,,20S,140W,,,,,,Z
660719,150500,FR,,,TMO,,,,20S,140W,,,,,TAMOURE,Z
660509,080000.0,PC,LNR,,IRD,,,200,,,,,,,,N
660512,193726.0,US,NTS,,HFT,4.3,,l20,37.08N,116.04W,WR,,,,TAPESTRY,E
660513,133000.0,US,NTS,,HFT,5.6,,0-200,37.05N,116.02W,WR,,,,PIRANNA,E
660519,135628.1,US,NTS,,HFT,5.9,,0-200,37.06N,116.03W,WR,,,,DUMONT,E
660527,200003.0,US,NTS,,HFT,5.0,,22,37.10N,116.05W,WE,,,,DISCUSTH,E
660602,153001.8,US,NTS,,UNN,5.6,,62,37.21N,116.00W,WE,,,,PILEDRIV,E
660603,140002.2,US,NTS,,HFT,5.7,,0-200,37.03N,116.01W,WR,,,,TAN,E
660610,143002.6,US,NTS,,HFT,,,l20,36.98N,116.03W,WR,,,,PUCE,E
660615,,US,NTS,,UNN,,,l20,,,WE,,,,DOUBLEPL,E
660615,,US,NTS,,HFT,,,0-200,,,WR,,,,KANKAKEE,E
660625,171259.6,US,NTS,,HFT,,,25,37.10N,116.10W,PS,,,,VULCAN,E
660629,065757.6,CP,KTS,D,NDG,5.6,,23,49.847N,078.101E,,,GR,,,A
660630,221502.7,US,NTS,,HFT,6.1,,365,37.32N,116.28W,WR,,,,HALFBEAK,E
660702,153400.0,FR,MUR,,ARG,,,30,,,WR,P,,,ALDEBAR,N
660719,150500.0,FR,FAN,,IRD,,,60,,,WR,P,,,TAMOURE,N
660721,035757.5,CP,KTS,D,NDG,5.3,,11,49.738N,078.140E,,,QP,,,A
660728,153332.5,US,NTS,,HFT,,,l20,37.00N,115.89W,PS,,,,SAXON,E
660805,035757.9,CP,KTS,D,NDG,5.4,,14,49.830N,078.050E,,,GR,,,A
660810,131603.0,US,NTS,,HFT,,,l20,37.3N,116.0W,WR,,,,ROVENA,E
660812,,US,NTS,,,,,l20,,,WR,,,,TANGERIN,E
660819,035301.4,CP,KTS,D,NDG,5.1,,7.3,50.500N,077.860E,,,QP,,,A
660907,035158.1,CP,KTS,D,NDG,4.8,,3.6,49.940N,077.920E,,,GR,,,A
660911,173000.0,FR,MUR,,ALN,,,120,20S,140W,WR,P,,,BETELGEU,N
660912,152959.8,US,NTS,,HFT,4.6,,l20,36.84N,115.92W,WE,,,,DERRINGE,E
660923,175958.5,US,NTS,,HFT,,,l20,37.13N,116.02W,WR,,,,DAIQUIRI,E
660924,170000.0,FR,FAN,,ARG,,,150,,,WR,PB,,,RIGEL,N
660929,144532.1,US,NTS,,HFT,,,l20,37.12N,115.98W,WR,,,,NEWARK,E
660930,055952.8,CP,,,NDG,5.1,,30,38.950N,064.540E,,,,,,N
661004,210000.0,FR,MUR,,ARG,,,300,20S,140W,WR,PB,,,SIRIUS,N
661015,,US,NTS,,HFT,,,l20,,,WR,,,,KHAKI,E
661019,035757.8,CP,KTS,D,NDG,5.6,,23,49.770N,078.030E,,,GR,,,A
661027,011000.0,PC,LNR,,TMO,,,20+,,,,,,,,N
661027,055757.9,CP,NZ,,NDG,6.3,,422,73.400N,054.570E,,,,,,N
661105,144501.2,US,NTS,,HFT,,,l20,37.17N,115.96W,PS,,,,SIMMS,E
661111,120000.7,US,NTS,,HFT,,,l20,37.10N,116.00W,WR,,,,AJAX,E
661118,150201.7,US,NTS,,HFT,,,l20,37.00N,116.07W,WR,,,,CERISE,E
661122,,US,NTS,,HFT,,,l20,,,WR,,,,VIGIL,E
661203,,US,HTB,,HFT,,,.380,,,VU,,,,STERLNG,E
661203,050203.5,CP,KTS,D,NDG,4.8,,3.6,49.720N,077.900E,,,GR,,,A
661213,210002.7,US,NTS,,HFT,4.6,,l20,36.82N,115.96W,WE,,,,NEWPOINN,E
661213,,US,NTS,,HFT,,,l20,,,WR,,,,SIDECAR,E
661218,045757.4,CP,KTS,M,NDG,5.8,,38,49.922N,077.766E,,,PO,,,A
661220,153001.9,US,NTS,,HFT,6.3,,870,37.32N,116.36W,WR,,,,GREELEY,E
661228,040000.0,PC,LNR,,OWR,,,300+,,,,,,,,N
670118,,US,NTS,,HFT,,,l20,,,WR,,,,RIVET I,E
670119,164502.5,US,NTS,,HFT,5.3,,0-200,37.14N,116.18W,WR,,,,NASH,E
670120,174005.5,US,NTS,,HFT,5.3,,0-200,37.08N,116.01W,WR,,,,BOURBON,E
670126,,US,NTS,,HFT,,,l20,,,WR,,,,RIVET II,E
670130,040157.9,CP,KTS,D,NDG,4.8,,3.6,49.900N,078.000E,,,QS,,,A
670208,151500.1,US,NTS,,HFT,4.6,,l20,37.19N,116.02W,WR,,,,WARD,E
