date,time,testing_party,site,subsite,type,body_wave_magnitude,surface_wave_magnitude,explosive_yield,latitude,longitude,purpose,device_type,rock_type,device_position,name,references
670226,035757.3,CP,KTS,D,NDG,6.0,,61,49.750N,078.125E,,,QP,,,A
670302,150000.0,US,NTS,,HFT,,,l20,37.09N,116.02W,WR,,,,RIVET 3,E
670303,,US,NTS,,HFT,,,l20,,,WR,,,,MUSHROOM,E
670310,,US,NTS,,HFT,,,l20,,,WR,,,,FIZZ,E
670325,055758.9,CP,KTS,D,NDG,5.3,,11,49.780N,078.060E,,,GR,,,A
670404,,US,NTS,,HFT,,,l20,,,WR,,,,OAKLAND,E
670406,,US,NTS,,HFT,,,l20,,,WR,,,,HEILMAN,E
670407,150000.0,US,NTS,,HFT,,,l20,37.054N,116.022W,WR,,,,FAWN,E
670420,040757.6,CP,KTS,D,NDG,5.5,,18,49.731N,078.148E,,,QP,,,A
670421,150900.0,US,NTS,,HFT,,,l20,37.017N,116.038W,WR,,,,CHOCOLAT,E
670427,144500.0,US,NTS,,HFT,,,l20,37.139N,116.064W,WR,,,,EFFENDI,E
670510,134000.0,US,NTS,,HFT,4.9,,0-200,37.078N,116.995W,WR,,,,MICKEY,E
670520,150000.2,US,NTS,,HFT,5.8,,250,37.130N,116.064W,WR,,,,COMMODOR,E
670523,140000.0,US,NTS,,HFT,5.7,,155,37.275N,116.370W,WR,,,,SCOTCH,E
670526,,US,NTS,,HFT,,,l20,,,WR,,,,ABSINTHE,E
670526,150000.0,US,NTS,,HFT,5.4,,76,37.248N,116.480W,WR,,,,KNICKERB,E
670528,040757.7,CP,KTS,D,NDG,5.4,,14,49.810N,078.110E,,,QP,,,A
670603,092059.0,CP,,,NDG,4.5,,1.5,50.000N,077.000E,,,,,,N
670605,190000.0,FR,MUR,,ALN,,,l100,20S,140W,WR,U,,,ALTAIR,N
670617,001907.9,PC,LNR,,IRD,,,3000,,,,,,,,N
670622,131000.0,US,NTS,,,,,l20,37.126N,116.029W,PS,,,,SWITCH,E
670626,160000.0,US,NTS,,UNN,5.1,,l20,37.202N,116.208W,WE,,,,MIDI m,E
670627,193000.0,FR,MUR,,ALN,,,l100,20S,140W,WR,U,,,ANTARES,N
670629,112500.0,US,NTS,,HFT,4.6,,l20,37.029N,116.023W,WE,,,,UMBER,E
670629,025657.8,CP,KTS,D,NDG,5.3,,11,49.870N,078.100E,,,GR,,,A
670702,173000.0,FR,MUR,,ALN,,,l100,20N,140W,WR,U,,,ARCTURUS,N
670707,220000,FR,,,TMO,,,,20N,140W,,,,,,Z
670714,,US,NTS,,HFT,,,l20,,,WR,,,,VITO,E
670715,032657.6,CP,KTS,D,NDG,5.4,,14,49.880N,078.160E,,,QP,,,A
670727,130000.0,US,NTS,,HFT,5.0,,0-200,37.149N,116.049W,WR,,,,STANLEY,E
670804,065758.0,CP,KTS,D,NDG,5.3,,11,49.820N,078.050E,,,GR,,,A
670804,,US,NTS,,HFT,,,l20,,,WR,,,,GIBSON,E
670810,141000.0,US,NTS,,HFT,,,l20,37.157N,116.047W,WR,,,,WASHER,E
670818,201230.0,US,NTS,,HFT,4.6,,l20,37.012N,116.036W,WR,,,,BORDEAUX,E
670824,,US,NTS,,HFT,,,l20,,,WR,,,,LEXINGTO,E
670831,163000.0,US,NTS,,UNN,5.0,,l20,37.178N,116.209W,WE,,,,DOOR m,E
670907,134500.0,US,NTS,,HFT,5.0,,0-200,37.153N,116.053W,WR,,,,YARD,E
670915,,US,NTS,,HFT,,,l20,,,WR,,,,GILROY,E
670916,040357.8,CP,KTS,M,NDG,5.3,,11,49.953N,077.756E,,,SA,,,A
670921,204500.0,US,NTS,,HFT,,,2.2,37.166N,116.038W,PS,,,,MARVEL,E
670922,050357.4,CP,KTS,M,NDG,5.2,,9.2,49.972N,077.726E,,,AL,,,A
670927,170000.0,US,NTS,,HFT,5.7,,0-200,37.099N,116.053W,WR,,,,ZAZA,E
671006,070002.5,CP,,,NDG,4.7,,5.2,57.710N,065.220E,,,,,,N
671017,050358.0,CP,KTS,D,NDG,5.6,,23,49.800N,078.030E,,,GR,,,A
671018,143000.0,US,NTS,,HFT,5.7,,0-200,37.116N,116.058W,WR,,,,LANPHER,E
671021,045958.4,CP,NZ,,NDG,5.9,,93,73.400N,054.420E,,,,,,N
671025,,US,NTS,,HFT,,,l20,,,WR,,,,COGNAC,E
671025,,US,NTS,,HFT,,,l20,,,WR,,,,WORTH,E
671025,143000.6,US,NTS,,HFT,,,l20,37.032N,116.026W,WR,,,,SAZERAC,E
671030,060357.9,CP,KTS,D,NDG,5.3,,11,49.810N,078.020E,,,GR,,,A
671108,150000.0,US,NTS,,HFT,5.1,,l20,37.092N,116.036W,WR,,,,COBBLER,E
671122,040357.6,CP,KTS,M,NDG,4.8,,3.6,49.980N,077.777E,,,AL,,,A
671206,,US,NTS,,HFT,,,l20,,,WR,,,,POLKA,E
671208,060357.4,CP,KTS,D,NDG,5.4,,14,49.880N,078.210E,,,QP,,,A
671210,193000.1,US,FMT,,HFT,4.8,,29,36.678N,107.208W,PS,,,,GASBUGGY,E
671215,150000.0,US,NTS,,HFT,,,l20,37.367N,116.002W,WR,,,,STILT,E
671224,040000.0,PC,LNR,,IRD,,,15-25,,,,,,,,N
680118,034657.6,CP,KTS,D,NDG,5.1,,7.3,49.740N,078.020E,,,GR,,,A
680118,163000.0,US,NTS,,HFT,,,7.4,37.146N,116.066W,WE,,,,HUPMOBIL,E
680119,150000.0,US,NTS,,HFT,,,0-200,37.156N,116.054W,WR,,,,STACCATO,E
680119,181500.0,US,CNV,,HFT,6.3,20,-1000,38.634N,116.215W,WR,,,,FAULTLES,E
680124,,US,NTS,,HFT,,,l20,,,WR,,,,BRUSH,E
680126,160000.0,US,NTS,,RAT,,,2.3,37.281N,116.514W,PS,,,,CABRIOLE,E
680131,,US,NTS,,HFT,,,l20,,,WR,,,,MALLET,E
680221,,US,NTS,,HFT,,,l20,,,WR,,,,TORCH,E
680221,153000.0,US,NTS,,HFT,5.8,,0-200,37.117N,116.054W,WR,,,,KNOX,E
680229,170830.0,US,NTS,,UNN,5.0,,l20,37.018N,116.021W,WE,,,,DORSLFIN,E
680305,,US,NTS,,HFT,,,l20,,,WR,,,,RUSSET,E
680312,170400.1,US,NTS,B,RAT,,,.08,37.008N,116.037W,PS,,,,BUGGY-A,E
680312,170400.1,US,NTS,B,RAT,,,.08,37.008N,116.037W,PS,,,,BUGGY-B,E
680312,170400.1,US,NTS,B,RAT,,,.08,37.008N,116.037W,PS,,,,BUGGY-C,E
680312,170400.1,US,NTS,B,RAT,,,.08,37.008N,116.037W,PS,,,,BUGGY-D,E
680312,170400.1,US,NTS,B,RAT,,,.08,37.008N,116.037W,PS,,,,BUGGY-E,E
680314,,US,NTS,,HFT,,,1.5,,,WR,,,,POMMARD,E
680322,150000.0,US,NTS,,HFT,5.6,,0-200,37.333N,116.311W,WR,,,,STINGER,E
680325,184427.0,US,NTS,,HFT,,,l20,36.872N,115.931W,WE,,,,MILKSHKE,E
680404,,US,NTS,,HFT,,,l20,,,WR,,,,BEVEL,E
680410,140000.0,US,NTS,Y,S1,4.6,,l20,37.154N,116.079W,WR,,,,THROW,E
680410,140000.0,US,NTS,Y,S2,4.6,,0-200,37.154N,116.079W,WR,,,,NOOR,E
680418,140500.0,US,NTS,,HFT,4.9,,0-200,37.153N,116.037W,WR,,,,SHUFFLE,E
680423,170130.0,US,NTS,,HFT,,,l20,37.338N,116.376W,VU,,,,SCROLL,E
680424,103557.3,CP,KTS,D,NDG,5.0,,5.7,49.840N,078.070E,,,QP,,,A
680426,150000.1,US,NTS,,HFT,6.2,,1300,37.295N,116.456W,WR,2,,,BOXCAR,EN
680503,,US,NTS,,HFT,,,l20,,,WR,,,,HATCHET,E
680508,,US,NTS,,HFT,,,l20,,,WR,,,,CROCK,E
680517,130000.0,US,NTS,,HFT,4.7,,0-200,37.120N,116.059W,WR,,,,CLRKSMOB,E
680521,035910.0,CP,,,NDG,5.4,,47,38.890N,065.100E,,,,,,N
680528,,US,NTS,,HFT,,,l20,,,WR,,,,ADZE,E
680605,,US,NTS,,HFT,,,l20,,,WR,,,,WEMBLEY,E
680606,213000.0,US,NTS,Y,S1,,,l20,37.167N,116.045W,WR,,,,TUB-A,E
680606,213000.0,US,NTS,Y,S2,,,l20,37.167N,116.045W,WR,,,,TUB-B,E
680606,213000.0,US,NTS,Y,S3,,,l20,37.167N,116.045W,WR,,,,TUB-C,E
680606,213000.0,US,NTS,Y,S4,,,l20,37.167N,116.045W,WR,,,,TUB-F,E
680606,213000.0,US,NTS,Y,S5,,,l20,37.167N,116.045W,WR,,,,TUB-D,E
680611,030557.7,CP,KTS,D,NDG,5.2,,9.2,49.800N,078.130E,,,QP,,,A
680615,140000.0,US,NTS,,HFT,5.9,,0-200,37.265N,116.315W,WR,,,,RICKEY,E
680619,050557.3,CP,KTS,B,NDG,5.3,,13,49.982N,079.003E,,,SA,,,A
680625,,US,NTS,,HFT,,,l20,,,WR,,,,FUNNEL,E
680625,,US,NTS,,HFT,,,l20,,,WR,,,,SEVILLA,E
680628,122200.0,US,NTS,,HFT,5.3,,0-200,37.246N,116.483W,WR,,,,CHATEAUG,E
680701,040200.9,CP,,,NDG,5.5,,25,47.850N,047.720E,,,,,,N
680707,220000.0,FR,MUR,,ALN,,,l100,20S,140W,WR,U,,,ALTAIR,N
680712,120757.5,CP,KTS,D,NDG,5.3,,11,49.766N,078.139E,,,GR,,,A
680715,190000.0,FR,MUR,,ALN,,4,0-500,20S,140W,WR,UB,,,CASTOR,N
680717,,US,NTS,,HFT,,,l20,,,WR,,,,SPUD,E
680730,130000.0,US,NTS,,HFT,,,0-200,37.162N,116.078W,WR,,,,TANYA,E
680803,210000.0,FR,MUR,,ALN,,,500,,,WR,B,,,POLLUX,N
680809,,US,NTS,,HFT,,,l20,,,WR,,,,IMP,E
680815,,US,NTS,,HFT,,,l20,,,WR,,,,RACK,E
680820,040557.4,CP,KTS,D,NDG,4.8,,3.6,49.820N,078.078E,,,GR,,,N
680824,183000.0,FR,FAN,,ALN,4.9,,2600,22.18S,139.08W,WR,U2,,,CANOPUS,N
680827,163000.0,US,NTS,,HFT,,,l20,36.877N,115.931W,WE,,,,DIANAMN,E
680829,224500.0,US,NTS,,HFT,5.9,,0-200,37.250N,116.347W,WR,,,,SLED,E
680905,040557.5,CP,KTS,K,NDG,5.4,,14,49.750N,078.150E,,,GR,,,A
680906,140000.0,US,NTS,,HFT,5.8,,0-200,37.032N,116.012W,WR,,,,KNIFEA,E
680906,140000.1,US,NTS,,HFT,5.5,,0-200,37.136N,116.047W,WR,,,,NOGGIN,E
680908,190000.0,FR,MUR,,ALN,4.7,,1200,21.83,139.05,WR,,,,PROCYON,N
680917,171400.0,US,NTS,,HFT,5.1,,0-200,37.205N,116.206W,PS,,,,STODDRD,E
680924,170500.9,US,NTS,,UNN,5.0,,l20,37.205N,116.206W,WE,,,,HUDSONSE,E
680929,034257.4,CP,KTS,D,NDG,5.8,,38,49.813N,078.175E,,,QP,,,A
681003,,US,NTS,,,,,l20,,,WR,,,,WELDER,E
681003,142900.0,US,NTS,,HFT,,,l20,37.026N,115.993W,WR,,,,KNIFE C,E
681010,,US,NTS,,HFT,,,l20,,,WR,,,,VAT,E
681029,,US,NTS,,HFT,,,l20,,,WR,,,,HULA,E
681031,,US,NTS,,HFT,,,l20,,,WR,,,,FILE,E
681031,,US,NTS,,HFT,,,l20,,,WR,,,,BIT,E
681031,1830,US,NTS,Y,S1,,,l20,,,WR,,,,BIT-B,E
681031,1830,US,NTS,Y,S1,,,l20,,,WR,,,,BIT-A,E
681104,151500.1,US,NTS,,HFT,5.0,,0-200,37.131N,116.086W,WR,,,,CREW,E
681104,1516,US,NTS,Y,S1,,,l20,,,WR,,,,CREW2ND,E
681104,1516,US,NTS,Y,S1,,,l20,,,WR,,,,CREW3RD,E
681107,100205.4,CP,NZ,,NDG,6.0,,119,73.390N,054.580E,,,,,,N
681109,025357.7,CP,KTS,D,NDG,4.9,,4.5,49.760N,078.060E,,,QP,,,A
681115,,US,NTS,,HFT,,,l20,,,WR,,,,AUGER,E
681115,154500.0,US,NTS,,HFT,,,l20,37.026N,116.033W,WR,,,,KNIFE B,E
681120,180000.0,US,NTS,,UNN,4.9,,l20,37.010N,116.206W,WE,,,,MINGVASE,E
681122,161900.0,US,NTS,,HFT,,,l20,37.140N,116.042W,WR,,,,TINDERBO,E
681208,160000.1,US,NTS,,RAT,4.8,,30,37.343N,116.566W,PS,,,,SCHOONER,E
681212,151000.1,US,NTS,Y,S1,,,l20,37.119N,116.082W,WR,,,,TYG-A,E
681212,151000.1,US,NTS,Y,S2,,,l20,37.119N,116.082W,WR,,,,TYG-B,E
681212,150000.1,US,NTS,Y,S3,,,l20,37.119N,116.082W,WR,,,,TYG-C,E
681212,150000.1,US,NST,Y,S4,,,l20,37.119N,116.082W,WR,,,,TYG-D,E
681212,150000.1,US,NTS,Y,S5,,,l20,37.119N,116.082W,WR,,,,TYG-E,E
681212,150000.1,US,NTS,Y,S6,,,l20,37.119N,116.082W,WR,,,,TYG-F,E
681212,,US,NTS,,HFT,,,l20,,,WR,,,,BAY LEAF,E
681212,,US,NTS,,HFT,,,l20,,,WR,,,,SCISSORS,E
681218,050157.1,CP,KTS,D,NDG,5.0,,5.7,49.720N,078.120E,,,GR,,,A
681219,163000.0,US,NTS,,HFT,6.3,,1150,37.231N,116.474W,WR,2,,,BENHAM,EN
681227,073000.0,PC,LNR,,IRD,,,3000,,,,,,,,N
690115,190000.1,US,NTS,,HFT,,,10.0,37.148N,166.066W,WE,,,,PACKARD,E
690115,193000.0,US,NTS,,HFT,5.3,,0-200,37.209N,116.225W,WR,,,,WINESKIN,E
690122,,US,NTS,,HFT,,,l20,,,WR,,,,SHAVE,E
690130,,US,NTS,,HFT,,,l20,,,WR,,,,BIGGIN,E
690130,150000.0,US,NTS,,HFT,4.9,,0-200,37.053N,116.029W,WR,,,,VISE,E
690204,,US,NTS,,HFT,,,l20,,,WR,,,,NIPPER,E
690204,,US,NTS,,HFT,,,l20,,,WR,,,,WINCH,E
690212,161820.1,US,NTS,,UNN,,,l20,37.169N,116.211W,WE,,,,CYPRESS,E
690307,082657.6,CP,KTS,D,NDG,5.6,,23,49.840N,078.150E,,,GR,,,A
690318,,US,NTS,,HFT,,,l20,,,WR,,,,VALISE,E
690318,,US,NTS,,HFT,,,l20,,,WR,,,,CHATTY,E
690320,181200.0,US,NTS,,HFT,4.4,,l20,37.022N,116.030W,WR,,,,BARSAC,E
690321,143000.0,US,NTS,,HFT,4.9,,l100,37.080N,116.087W,WR,,,,COFFER,E
690424,,US,NTS,,HFT,,,l20,,,WR,,,,GOURD,E
690424,130400.2,US,NTS,Y,S1,3.8,,l20,37.002N,116.000W,WR,,,,GOURD-AM,E
690424,130400.2,US,NTS,Y,S2,,,l20,37.002N,116.000W,WR,,,,GOURD-BR,E
690430,170000.0,US,NTS,,HFT,,,0-200,36.081N,116.013W,WR,,,,THISTLE,E
690430,170000.0,US,NTS,,HFT,,,0-200,36.081N,116.013W,WR,,,,BLENTON,E
690507,134500.0,US,NTS,,HFT,5.5,,0-200,37.238N,116.500W,WR,,,,PURSE,E
690515,,US,NTS,,HFT,,,l20,,,WR,,,,ALIMENT,E
690516,040257.3,CP,KTS,D,NDG,5.2,,9.2,49.780N,078.160E,,,GR,,,A
690527,,US,NTS,,HFT,,,l20,,,WR,,,,IPECAC,E
690527,1300,US,NTS,Y,S1,,,l20,,,WR,,,,IPECAC-A,E
690527,1300,US,NTS,Y,S2,,,l20,,,WR,,,,IPECAC-B,E
690527,141500.0,US,NTS,,HFT,5.0,,0-200,37.076N,115.995W,WR,,,,TORRIDO,E
690531,050156.8,CP,KTS,M,NDG,5.3,,11,49.967N,077.728E,,,AL,,,A
690612,140000.0,US,NTS,,HFT,4.5,,l20,37.053N,116.030W,WR,,,,TAPPER,E
690626,,US,NTS,,HFT,,,l20,,,WR,,,,BOWL,E
690626,1500,US,NTS,Y,S1,,,l20,,,WR,,,,BOWL-1,E
690626,1500,US,NTS,Y,S2,,,l20,,,WR,,,,BOWL-2,E
690704,024657.3,CP,KTS,D,NDG,5.2,,9.2,49.760N,078.200E,,,QP,,,A
690716,130230.0,US,NTS,,HFT,4.6,,0-200,37.119N,116.055W,WR,,,,ILDRIM,E
690716,145500.0,US,NTS,,HFT,5.5,,0-200,37.139N,116.088W,WR,,,,HUTCH,E
690723,024657.6,CP,KTS,D,NDG,5.4,,14,49.817N,078.170E,,,QP,,,A
690814,1330,US,NTS,Y,S1,,,l20,,,WR,,,,SPIDER-A,E
690814,1330,US,NTS,Y,S2,,,l20,,,WR,,,,SPIDER-B,E
690827,134500.0,US,NTS,,HFT,,,l20,37.021N,116.038W,WR,,,,PLIERS,E
690827,,US,NTS,,HFT,,,l20,,,WR,,,,HOREHOUN,E
690902,050000.0,CP,,,NDG,4.9,,8,57.500N,054.700E,,,,,,N
690908,045955.0,CP,,,NDG,4.9,,8,57.300N,056.000E,,,,,,N
690910,,US,GRV,,HFT,,,40,,,PS,,,,RULISON,E
690911,040157.5,CP,KTS,D,NDG,5.0,,5.7,49.770N,078.030E,,,GR,,,A
690912,180223.4,US,NTS,,HFT,,,l20,36.877N,115.929W,WE,,,,MINUTEST,E
690916,143000.4,US,NTS,,HFT,6.1,,l1000,37.314N,116.461W,WR,,,,JORUM,E
690920,,US,NTS,,HFT,,,l20,,,WR,,,,KYACK,E
690920,1330,US,NTS,Y,S1,,,l20,,,WR,,,,KYACK-A,E
690920,1330,US,NTS,Y,S2,,,l20,,,WR,,,,KYACK-B,E
690922,161458.8,PC,LNR,,UNN,5.1,,25,41.383N,088.300E,,,,,,
690926,070000.0,CP,,,NDG,5.0,,5.7,46.000N,042.400E,,,,,,N
690929,084026.0,PC,LNR,,IRD,,,3000,,,,,,,,N
691001,040257.7,CP,KTS,D,NDG,5.2,,9.2,49.810N,078.180E,,,GR,,,A
691001,,US,NTS,,HFT,,,l20,,,WR,,,,SEAWEED,E
691001,,US,NTS,,HFT,,,l20,,,WR,,,,SEAWEED-,E
691001,1330,US,NTS,Y,S1,,,l20,,,WR,,,,SEAWEED-,E
691001,1330,US,NTS,Y,S2,,,l20,,,WR,,,,SEAWEED-,E
691001,1330,US,NTS,Y,S3,,,l20,,,WR,,,,SEAWEED-,E
691002,,US,AMC,,HFT,,,1000,,,WR,2,,,MILROW,EN
691008,143000.1,US,NTS,,HFT,5.6,20,-1000,37.257N,116.441W,WR,,,,PIPKIN,E
691014,070006.4,CP,NZ,,NDG,6.0,,140,73.390N,054.500E,,,,,,N
691020,090902.0,CP,,,NDG,3.7,,.09,48.100N,047.800E,,,,,,N
691028,143458.1,US,NTS,P,H?,2.9,,,37.003N,116.004W,,,,,**,N
691029,193000.0,US,NTS,,HFT,,,11,37.121N,116.128W,WR,,,,CRUET,E
691029,200000.0,US,NTS,Y,S1,,,l20,37.141N,116.142W,WR,,,,POD-B,E
691029,200000.0,US,NTS,Y,S2,,,l20,37.141N,116.142W,WR,,,,POD-A,E
691029,200000.0,US,NTS,Y,S3,,,l20,37.141N,116.142W,WR,,,,POD-D,E
691029,200000.0,US,NTS,Y,S4,,,l20,37.141N,116.142W,WR,,,,POD-C,E
691029,220151.4,US,NTS,,HFT,5.6,,110,37.143N,116.063W,WR,,,,CALABASH,E
691113,151520.2,US,NTS,,HFT,3.5,,l20,37.17N,116.09W,WR,,,,SCUTTLE,E
691121,,US,NTS,,HFT,,,l20,,,WR,,,,PLANER,E
691121,145200.0,US,NTS,,HFT,5.0,,0-200,37.031N,116.002W,WR,,,,PICCALIL,E
691130,033257.1,CP,KTS,B,NDG,5.9,,54,49.913N,078.961E,,,CO,,,A
691205,170000.0,US,NTS,,UNN,4.9,,l20,37.180N,116.211W,WE,,,,DIESLTRA,E
691206,070257.5,CP,,,NDG,5.8,,70,43.790N,054.750E,,,,,,N
691210,,US,NTS,,HFT,,,l20,,,WR,,,,CULANTRO,E
691210,150000.0,US,NTS,Y,S1,,,l20,,,WR,,,,CULANTRO,E
691210,150000.0,US,NTS,Y,S2,,,l20,,,WR,,,,CULANTRO,E
691210,,US,NTS,,HFT,,,l20,,,WR,,,,TUN,E
691210,153003.7,US,NTS,Y,S1,,,l20,,,WR,,,,TUN-B,E
691210,153003.7,US,NTS,Y,S2,,,l20,,,WR,,,,TUN-C,E
691210,153003.7,US,NTS,Y,S3,,,l20,,,WR,,,,TUN-A,E
691210,153003.7,US,NTS,Y,S4,,,l20,,,WR,,,,TUN-D,E
691217,150000.0,US,NTS,,HFT,5.4,,0-200,37.084N,116.002W,WR,,,,GRAPE A,E
691217,,US,NTS,,HFT,,,l20,,,WR,,,,LOVAGE,E
691218,190000.0,US,NTS,Y,S1,5.2,,0-200,37.121N,116.035W,WR,,,,TERRINE-,E
691218,190000.0,US,NTS,Y,S2,5.2,,0-200,37.121N,116.035W,WR,,,,TERRINE-,E
691228,034657.6,CP,KTS,M,NDG,5.7,,30,49.954N,077.748E,,,AL,,,A
691229,040158.1,CP,KTS,D,NDG,5.5,,7.3,49.790N,078.000E,,,QP,,,A
700123,163000.2,US,NTS,Y,S1,,,l20,37.137N,116.037W,WR,,,,FOB-BLUE,E
700123,163000.2,US,NTS,Y,S2,,,l20,37.137N,116.037W,WR,,,,FOB-RED,E
700123,163000.2,US,NTS,Y,S3,,,l20,37.137N,116.037W,WR,,,,FOB-GREE,E
700129,070257.5,CP,KTS,D,NDG,5.5,,18,49.813N,078.185E,,,PO,,,A
700130,,US,NTS,,HFT,,,l20,,,WR,,,,AJO,E
700204,,US,NTS,,HFT,,,l20,,,WR,,,,BELEN,E
700204,170000.4,US,NTS,,HFT,5.6,,0-200,37.098N,116.027W,WR,,,,GRAPE B,E
700205,150000.4,US,NTS,,HFT,4.6,,25,37.164N,116.039W,WR,,,,LABIS,E
700211,191500.4,US,NTS,,UNN,4.7,,l20,37.201N,116.205W,WE,,,,DIANA m,E
700225,142838.4,US,NTS,,HFT,5.2,,0-200,37.037N,116.000W,WR,,,,CUMARIN,E
700226,153000.4,US,NTS,Y,S1,5.3,,0-200,37.116N,116.061W,WR,,,,YANNIGAN,E
700226,153000.4,US,NTS,Y,S2,5.3,,0-200,37.116N,116.061W,WR,,,,YANNIGAN,E
700226,153000.4,US,NTS,Y,S3,,,0-200,37.116N,116.061W,WR,,,,YANNIGAN,E
700306,142400.3,US,NTS,,HFT,4.3,,8.7,37.023N,116.092W,WR,,,,CYATHUS,E
700306,150000.2,US,NTS,Y,S1,,,l20,37.140N,116.037W,WR,,,,ARABIS-B,E
700306,150000.2,US,NTS,Y,S2,,,l20,37.140N,116.037W,WR,,,,ARABIS-R,E
700306,150000.2,US,NTS,Y,S3,,,l20,37.140N,116.037W,WR,,,,ARABIS-G,E
700319,140330.4,US,NTS,,HFT,,,l20,37.001N,116.023W,WR,,,,JAL,E
700323,230500.4,US,NTS,,HFT,5.5,,0-200,37.086N,116.021W,WR,,,,SHAPER,E
700326,190002.0,US,NTS,,HFT,6.4,,1900,37.300N,116.534W,WR,2,,,HANDLEY,EN
700327,050257.0,CP,KTS,D,NDG,5.0,,5.7,49.770N,078.110E,,,GR,,,A
700421,143000.4,US,NTS,,HFT,4.4,,l20,37.055N,115.988W,WE,,,,SNUBBER,E
700421,150000.4,US,NTS,Y,S1,4.6,,l20,37.099N,116.080W,WR,,,,CAN-GREE,E
700421,150000.4,US,NTS,Y,,4.6,,0-200,37.099N,116.080W,WR,,,,CAN-RED,E
700501,141300.4,US,NTS,,HFT,,,l20,37.059N,116.028W,WR,,,,BEEBALM,E
700501,144000.2,US,NTS,Y,S1,4.3,,l20,37.133N,116.034W,WR,,,,HOD-B(RE,E
700501,144000.2,US,NTS,Y,S2,4.3,,l20,37.133N,116.034W,WR,,,,HOD-A(GR,E
700505,153000.2,US,NTS,,UNN,5.0,,l20,37.211N,116.184W,WE,,,,MINTLEAF,E
700512,140000.4,US,NTS,,UNN,,,l20,37.010N,116.202W,VU,,,,d DUST,E
700515,133000.2,US,NTS,Y,S1,5.1,,0-200,37.162N,116.039W,WR,,,,CORNICE-,E
700515,133000.2,US,NTS,Y,S2,5.1,,0-200,37.162N,116.039W,WR,,,,CORNICE-,E
700515,180000.0,FR,MUR,,ALN,,,0-200,20S,140W,WR,,,,ANDROME,N
700521,140000.4,US,NTS,,HFT,,,l20,37.029N,115.992W,WR,,,,MANZANAS,E
700521,141500.4,US,NTS,,HFT,5.1,,0-200,37.071N,116.013W,WR,,,,MORRONES,E
700522,183000.0,FR,MUR,,ALN,,,0-200,20S,140W,WR,,,,CASSIOPE,N
700523,053259.0,CP,,,NDG,3.5,,1,48.100N,047.800E,,,,,,N
700524,124147.0,CP,,,NDG,3.6,,2,48.100N,047.800E,,,,,,N
700526,140000.0,US,NTS,Y,S1,,,l20,,,PS,,,,FLASK-RE,E
700526,140000.0,US,NTS,Y,S2,,,l20,,,PS,,,,FLASK-YE,E
700526,140000.0,US,NTS,Y,S3,,,105,,,PS,,,,FLASK-GR,E
700526,141600.2,US,NTS,,UNN,,,l20,37.183N,116.213W,WE,,,,HUDSONMO,E
700526,150000.5,US,NTS,,HFT,5.5,,105,37.113N,116.062W,PS,,,,FLASK,E
700527,040257.0,CP,KTS,D,NDG,3.8,,2,48.300N,078.200E,,,QP,,,A
700528,,US,NTS,,HFT,,,l20,,,WR,,,,PITON A,E
700528,,US,NTS,,HFT,,,l20,,,WR,,,,PITON,E
700528,110000.0,US,NTS,Y,S1,,,l20,,,WR,,,,PITON-B,E
700528,110000.0,US,NTS,Y,S2,,,l20,,,WR,,,,PITON-A,E
700528,120000.3,US,NTS,,,,,,37.2N,116.0W,,,,,**,N
700529,031735.0,CP,,,NDG,3.6,,1,48.100N,047.800E,,,,,,N
700530,175958.5,FR,,,ALN,4.7,,g1000,22.16S,38.84W,WR,,,,DRAGON,N
700624,183000.0,FR,MUR,,ALN,,,LOW,20S,40W,WR,,,,ERIDAN,N
700625,045952.4,CP,,,NDG,4.9,,8.4,52.200N,055.700E,,,,,,N
700626,120000.0,US,NTS,Y,S1,,,l20,,,WR,,,,ARNICA-V,E
700626,120000.0,US,NTS,Y,S2,,,l20,,,WR,,,,ARNICA-Y,E
700626,130000.4,US,NTS,,HFT,,,0-200,37.114N,116.086W,WR,,,,ARNICA,E
700628,015757.7,CP,KTS,D,NDG,5.7,,30,49.830N,078.220E,,,GR,,,A
700703,182959.1,FR,,,ALN,4.0,,1000,21.800S,139.200W,WR,,,,LICORNE,N
700721,030257.2,CP,KTS,M,NDG,5.4,,14,49.953N,077.701E,,,SA,,,A
700724,035657.6,CP,KTS,D,NDG,5.3,,11,49.820N,078.180E,,,QP,,,A
700727,190000.0,FR,MUR,,ALN,,,LOW,20S,140W,WR,,,,PEGASE,N
700802,190000.0,FR,FAN,,ALN,,,0-200,20S,140W,WR,,,,ORION,N
700806,190000.0,FR,MUR,,ALN,,,0-200,20S,140W,WR,,,,TOUCAN,N
700906,040257.5,CP,KTS,D,NDG,5.4,,14,49.780N,078.046E,,,GR,,,A
701013,,US,NTS,,HFT,,,l20,,,WR,,,,SCREE,E
701013,140500.0,US,NTS,Y,S1,,,l20,,,WR,,,,SCREE-AL,E
701013,140500.0,US,NTS,Y,S2,,,l20,,,WR,,,,SCREE-CH,E
701013,140500.0,US,NTS,Y,S3,,,l20,,,WR,,,,SCREE-AC,E
701013,150000.2,US,NTS,Y,H?,3.9,,,37.18N,115.95W,,,,,**,N
701014,055957.3,CP,NZ,,NDG,6.6,,1001,73.310N,054.890E,,,,,,N
701014,072958.9,PC,LNR,,IRD,,,3000,,,,,,,,
